Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,user_id,user_rating,track_index
65784,65784,7cMKz5MoUTPH2N4yqpAUAO,Anuradha Paudwal;Kumar Sanu,Ultimate Romantic Duet - Kumar Sanu & Anuradha Paudwal,"Tu Meri Zindagi Hai (From ""Aashiqui"")",47,285280,False,0.507,0.56,10,-7.177,0,0.034,0.878,0.000572,0.338,0.592,127.318,4,k-pop,1955,5,14590
40596,40596,3hcwsag9pLPp3JUzKeQMk1,Gerson Rufino,Homem Invisível,Eu Só Quero Adorar,39,242173,False,0.561,0.566,0,-8.615,1,0.032,0.194,0.0,0.119,0.396,140.108,4,gospel,3324,4,7308
84439,84439,0kprtwLzm2MuRXSisqq4ux,Kamuran Akkor,Bir Zamanlar 1-2-3-4-5,Mavi Boncuk,34,148986,False,0.71,0.571,3,-5.935,0,0.0383,0.886,1.6e-05,0.187,0.688,110.546,4,psych-rock,1459,3,1464
15604,15604,2cfhFcqpEoM65MNc5cVZse,Weston Estate,Maggie Valley,Daisies,55,203293,False,0.64,0.416,2,-7.897,1,0.0265,0.435,8.82e-06,0.123,0.343,106.008,4,chill,3300,6,5134
107857,107857,6s4xmXtMT7WVbmCTjC48MP,Electric Youth,Innerworld (Deluxe Edition),The Best Thing,41,235106,False,0.62,0.553,5,-9.091,0,0.0293,0.263,0.302,0.12,0.227,115.984,4,synth-pop,3904,4,13542
70490,70490,6qnSA1GSwRtgHCqaD1jQin,Pets Tseng;WeiBird,今天陽光就是特別耀眼特別和諧,今天陽光就是特別耀眼特別和諧 feat. 韋禮安,58,186014,False,0.569,0.488,0,-9.698,1,0.0409,0.175,0.0,0.263,0.212,81.998,4,mandopop,4632,6,13497
62205,62205,5KAI6nfg3wQRmtwJ0PPaEW,Mika Nakashima,雪の華15周年記念ベスト盤 BIBLE,KISS OF DEATH(Produced by HYDE),60,250200,False,0.544,0.908,5,-3.174,1,0.0743,0.000776,0.0,0.366,0.192,122.037,4,j-pop,1474,6,10457
8929,8929,23IJ5wLRhEZ9DOuia5mPiZ,The Who,Who Are You,Who Are You,65,381626,True,0.651,0.648,9,-11.409,1,0.0501,0.262,0.0042,0.0655,0.49,156.372,4,blues,3558,6,4025
14812,14812,6C0KJ9MMjL4G3FkkpUSQph,The Learning Station,Abc Phonics Song,Abc Phonics Song,49,161463,False,0.938,0.438,7,-11.077,1,0.063,0.673,0.0,0.0655,0.671,112.066,4,children,4753,5,12193
85977,85977,1ARMzxkdm9zZVADKViuYS9,Jauría,Jauría,Morgue Corazón,35,188093,False,0.569,0.908,0,-3.612,1,0.0441,0.0924,0.0,0.0532,0.795,126.048,4,punk-rock,1975,4,2279
101313,101313,3JvHEEbo89vp4EJw0PZMPJ,Aysha Mathis,Unavailable,Unavailable,62,199491,False,0.146,0.00346,2,-31.666,1,0.0409,0.944,0.898,0.104,0.0894,66.722,3,sleep,1189,6,6556
6006,6006,5wWRdIjndDOh1j4OXAPpdD,Mayhem,Deathcrush,Deathcrush,51,212986,False,0.219,0.908,7,-8.505,1,0.1,1.92e-06,0.933,0.319,0.208,121.476,3,black-metal,4005,5,11677
104425,104425,7o7CBVw8COB78kR5P2zK1m,Taburete,Roto y Elegante,Roto y Elegante,60,223100,False,0.499,0.648,1,-4.916,1,0.0335,0.0258,0.0,0.159,0.464,144.749,4,spanish,3734,6,14955
25273,25273,3mRM4NM8iO7UBqrSigCQFH,Bee Gees,Greatest,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",67,285373,False,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,4,disco,1562,7,7453
97803,97803,5zzuyp2m4bZ1FanlSoxBpW,Zezé Di Camargo & Luciano,Zezé Di Camargo & Luciano 1992,Garoto de Rua,44,243200,False,0.6,0.475,7,-11.598,1,0.0299,0.14,0.0,0.21,0.669,143.915,4,sertanejo,2899,4,11787
83550,83550,4m9HfhURlzkhM8kK4SqTqM,Dimitri Vegas & Like Mike;DVBBS;Roy Woods,Too Much,Too Much,48,125714,True,0.747,0.832,7,-7.316,1,0.0413,0.0489,0.000182,0.161,0.335,126.001,4,progressive-house,4638,5,9404
16150,16150,1RTcQvHYYB69XlQKvJe6h4,Bombay Jayashri,Excuse Me,Prethese Antha,42,288496,False,0.547,0.62,11,-8.601,1,0.062,0.408,0.0002,0.0996,0.2,83.997,4,classical,2267,4,2815
21805,21805,4NLFnAPoMAiuuK8iXnit6W,Reekado Banks,Ozumba Mbadiwe,Ozumba Mbadiwe,53,212636,False,0.785,0.782,5,-6.803,0,0.0358,0.424,0.00644,0.108,0.635,109.961,4,dancehall,3879,5,8585
83152,83152,1XFHbzTikXks9CsMq4v8Q3,Yves V;Ilkay Sencan;Emie,Not So Bad (feat. Emie),Not So Bad (feat. Emie),65,153696,False,0.74,0.674,11,-4.374,1,0.0476,0.00903,0.238,0.154,0.231,126.017,4,progressive-house,2528,6,3008
65296,65296,0Ne4nzvVi5FQXwiYCkjUqX,Madhusree;Naresh Iyer,Youth Beats - Hits of A.R.Rahman and Yuvan Shankar Raja,"Mayilrage (From ""Ah…Aah"")",55,322861,False,0.732,0.654,8,-7.583,0,0.0396,0.464,5.49e-05,0.123,0.724,122.049,4,k-pop,1646,6,723
72126,72126,5jmYu7XY4zd3mJfizA8t1K,I Prevail,TRAUMA,Let Me Be Sad,58,214226,False,0.478,0.574,3,-5.645,0,0.0288,0.000355,7.15e-06,0.151,0.0407,129.02,4,metalcore,3888,6,11264
44869,44869,3IiMnjK7S2PlsPVMuAH7rU,Breaking Benjamin,Ember,Torn in Two,53,257453,False,0.354,0.943,5,-3.633,1,0.288,0.000113,0.0187,0.104,0.367,94.416,4,grunge,2297,5,6517
87691,87691,3LBnikk8IS3TSBbVUn86eA,Joan Sebastian,Atemporal,Que Sea,43,169560,False,0.785,0.624,0,-6.644,1,0.0397,0.201,2.57e-05,0.134,0.899,97.058,4,r-n-b,3435,4,6602
65407,65407,5ajXGmJGBs1IOEgvsVmPWB,All Ok,Good Morning,Good Morning,50,213571,False,0.659,0.633,1,-5.343,1,0.0334,0.0621,0.0128,0.334,0.0752,125.939,4,k-pop,1600,5,10978
65847,65847,2GXWzWPsYlTZcvVW8JIu69,BTS,MAP OF THE SOUL : PERSONA,Intro : Persona,64,171023,False,0.486,0.871,9,-4.475,0,0.337,0.0278,0.0,0.313,0.659,85.411,4,k-pop,3061,6,4425
85637,85637,2IRl9JAuTVRrebcMN4Eroc,Ultraje a Rigor,Geração Pop,Inútil,37,213973,False,0.607,0.793,2,-8.885,1,0.0477,0.00377,0.0,0.126,0.968,164.343,4,punk-rock,3041,4,4484
14586,14586,7z99Cnl9s7zQUdDHGgkpL3,Bratz,Bratz Motion Picture Soundtrack,Bratitude,31,273893,False,0.751,0.778,3,-4.531,1,0.147,0.0555,0.0,0.0508,0.776,131.99,4,children,3824,3,15286
39860,39860,0THsOAEYrpm16RmcQOBA4t,Ami Warning,Weg,Weg,39,182280,False,0.778,0.503,4,-9.009,0,0.0532,0.418,0.00152,0.372,0.616,119.99,4,german,4417,4,897
50144,50144,6vloEYEVooA1k2MvmVbzUm,Almafuerte,Ultimando (Cotidiafonos Volumen 1),En Este Viaje,31,283120,False,0.378,0.59,6,-4.376,0,0.0267,0.0031,4.8e-05,0.0884,0.471,74.622,4,heavy-metal,2390,3,13647
67951,67951,79R98MwYRcQZdAzjjzUbiX,Enrique Iglesias;Ludacris;DJ Frank E,Euphoria,Tonight (I'm Lovin' You),51,231293,False,0.651,0.884,0,-3.986,0,0.0533,0.0242,5.36e-06,0.202,0.285,125.941,4,latin,4003,5,14078
83251,83251,7cmpWAZsamIlIiyU1aMGZD,Martin Garrix;Brooks,Quantum,Quantum,57,178593,False,0.627,0.902,6,-5.149,0,0.0384,0.0105,0.952,0.0997,0.135,128.021,4,progressive-house,4499,6,14612
38308,38308,6Db3RiSI7xk3Dxd1N72U5a,Loving,If I Am Only My Thoughts,Stranger To Yourself,53,135718,False,0.49,0.409,7,-10.732,1,0.0401,0.957,0.59,0.238,0.151,164.33,4,garage,3556,5,12232
38440,38440,0FL7kNRhjCXAS5eyTbDoaz,Sly Withers,Clarkson,Clarkson,29,177013,True,0.425,0.814,2,-5.186,1,0.0478,0.00142,0.0,0.125,0.283,151.921,4,garage,4152,3,462
101216,101216,4VKgqolJpYl6HhcLGhGogR,Baby Sleep;Baby Shushing;Dreams of Dreams,Shhhh Baby Shusher Mama Shushing Background Fan (Loopable),Shhhh Baby Shusher Mama Shushing Background Fan (Loopable),40,116815,False,0.153,0.119,6,-25.16,0,0.0501,0.704,0.913,0.543,0.0342,84.886,4,sleep,2955,4,8845
33550,33550,7ClEMzpSQixYIBEFdyJtX4,Rella;Conor Gardiner,Follow Me,Follow Me,59,186333,True,0.702,0.618,2,-6.788,1,0.215,0.219,0.0,0.0958,0.387,133.883,4,emo,4943,6,14201
10307,10307,5W4cALNimK9sWuu3gFcYFE,The Chemical Brothers,The Darkness That You Fear,The Darkness That You Fear - Edit,36,237772,False,0.576,0.894,9,-4.659,1,0.0404,0.0351,0.0896,0.23,0.304,128.077,4,breakbeat,3613,4,10821
84669,84669,59v1okflZrEkeb9JrxfJvX,The West Coast Pop Art Experimental Band,Part One,I Won't Hurt You,52,144440,False,0.461,0.0972,9,-26.134,1,0.0402,0.97,0.114,0.112,0.774,130.691,4,psych-rock,3449,5,10131
22170,22170,1E0yt5XSdjE9NOu897RilW,Slayer,Seasons In The Abyss,War Ensemble,56,291733,False,0.332,0.988,8,-4.111,1,0.146,7.65e-05,0.0126,0.055,0.097,98.878,4,death-metal,2579,6,2400
56584,56584,5xo8RrjJ9CVNrtRg2S3B1R,Phoebe Bridgers,Stranger in the Alps,Motion Sickness,77,229760,False,0.651,0.546,1,-9.021,1,0.0357,0.774,0.0437,0.0842,0.623,107.021,4,indie-pop,1161,8,11714
85354,85354,3M2bD9SMYnJIPdrTKUnBd3,The Smiths,The Queen Is Dead,I Know It's Over - 2011 Remaster,67,349186,False,0.407,0.424,0,-10.583,1,0.0318,0.0847,0.0,0.234,0.404,113.311,3,punk-rock,1201,7,6620
84579,84579,4edIMGnIt3ocTdGhWXdbDY,Flört,Cemiyette Pişiyoruz,İstanbul,31,293520,False,0.506,0.541,0,-8.49,0,0.0249,0.0355,8.9e-06,0.17,0.326,95.972,4,psych-rock,1995,3,9159
83415,83415,5w0264qq5wQpYfNiPpsuqE,Martin Garrix;Blinders,Aurora,Aurora,50,210468,False,0.514,0.905,4,-6.727,0,0.0504,0.0011,0.237,0.101,0.315,128.01,4,progressive-house,3317,5,11659
74292,74292,0RsLc3KwTvUTr3W6jiciZK,Roberto Carlos,Em Ritmo de Aventura (Remasterizado),Eu Sou Terrível - Versão remasterizada,44,167080,False,0.626,0.647,9,-9.651,1,0.0364,0.0455,1.38e-06,0.111,0.747,91.977,4,mpb,4934,4,852
90446,90446,2LQU8M7e2SiI9lD172yvCU,Enrique Guzman,Idolos del Rock de los 60's: Enrique Guzman,Con y por Amor,34,203258,False,0.324,0.531,10,-8.954,1,0.0349,0.566,0.0,0.668,0.433,93.092,4,rock-n-roll,1815,3,4577
4029,4029,5PzWVmfzu7rePAuFkxPQf0,Novo Amor,Birthplace,Repeat Until Death,69,234080,False,0.233,0.15,1,-11.736,1,0.0336,0.982,0.36,0.154,0.0875,143.887,3,ambient,4342,7,10637
80838,80838,23bpCCVsTUKviTEfoy4tbM,Harris Jayaraj;Chinmayi,Yennai Arindhaal (Original Motion Picture Soundtrack),Idhayathai Yedho Ondru,57,235391,False,0.721,0.496,4,-8.063,1,0.0508,0.845,0.0,0.11,0.217,131.969,3,pop-film,4533,6,4035
87668,87668,2Huf1VoNj4tUtLRGOFTx48,Enygma Rapper;Mistery,Lua Superior 6,Lua Superior 6,42,339591,False,0.598,0.878,7,-5.817,0,0.131,0.332,0.0,0.187,0.503,147.017,4,r-n-b,4798,4,4467
20028,20028,7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,86,199440,False,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,4,dance,2275,9,14386
17365,17365,4SOnL149BShT4rIN3mHBpP,Le Castle Vania,Payday,Use of Force,41,225730,False,0.592,0.886,2,-2.775,1,0.0311,6.45e-05,0.804,0.302,0.136,117.0,4,club,2016,4,8748
12172,12172,0pupuSkMBGpzsqG3fWcyPe,Dear Jane,Limerence,銀河修理員,49,232224,False,0.425,0.792,7,-5.252,1,0.0505,0.319,0.0,0.128,0.367,140.007,4,cantopop,4773,5,1622
69406,69406,4rTg32mR6ETu2Aw30LPibh,ThirumaLi,Vyadhi,Vyadhi,28,124153,False,0.863,0.62,0,-8.908,1,0.142,0.00701,0.000419,0.0739,0.429,130.047,4,malay,3343,3,9543
75151,75151,7ftyxy2znzl4k3Ojwe8QZm,Yiruma,Room With A View,Room With A View,48,236000,False,0.387,0.235,0,-15.96,1,0.0477,0.985,0.92,0.0985,0.0386,88.604,4,new-age,1878,5,14708
10109,10109,1FNvrp5K02oThumS6gllzp,The Chemical Brothers,Dig Your Own Hole,Block Rockin' Beats,49,313666,False,0.558,0.982,10,-3.125,0,0.063,0.0227,0.522,0.117,0.69,109.369,4,breakbeat,2076,5,2436
2610,2610,0z1o5L7HJx562xZSATcIpY,Radiohead,OK Computer,Exit Music (For A Film),73,267186,False,0.293,0.276,4,-11.357,0,0.0349,0.224,0.122,0.167,0.195,121.603,4,alt-rock,4993,7,1944
95168,95168,0JpMYSEpg4AgJWLipJTzPY,Salsangroove,Mujer Divina,Mujer Divina,35,272195,False,0.681,0.686,5,-6.64,0,0.0399,0.327,0.0115,0.244,0.334,93.994,4,salsa,3264,4,604
90568,90568,4cGCdqrH7i3rkirz6PhyBQ,Los Dinner's,15 Grandes Exitos,"El Jala, Jala",31,203293,False,0.763,0.77,7,-6.552,1,0.0495,0.162,0.000137,0.109,0.856,108.633,4,rock-n-roll,1763,3,9076
105472,105472,7wUTyuyNTzkUlucrA7fSEF,flowtide,gradient,gradient,33,98130,False,0.775,0.339,10,-9.39,0,0.106,0.895,0.929,0.103,0.454,136.638,3,study,1379,3,15212
67865,67865,41oY4WCTj5kccfesTVFnvN,Bad Bunny;Jhayco,Un Verano Sin Ti,Tarot,91,237894,True,0.795,0.684,11,-3.971,0,0.0419,0.0225,0.0,0.658,0.419,114.011,4,latin,1492,9,7899
105537,105537,49mdBU2g01KDLPhsbadqgo,"Sarah, the Illstrumentalist",Happy To See You,Everything's Better With You,35,126832,False,0.719,0.557,2,-6.112,1,0.049,0.0332,0.883,0.106,0.252,94.006,4,study,4112,4,8157
83605,83605,5AzZAB5IC268xVxLVmVcaM,Dimitri Vegas & Like Mike;Like Mike;Steve Aoki;Ummet Ozcan,Melody,Melody Radio Mix,26,223477,False,0.466,0.968,3,-3.555,0,0.181,0.0401,0.37,0.0722,0.088,130.01,4,progressive-house,2180,3,10162
43715,43715,6wXdVXcWyAKbtnytIdgsYS,Nando Fortunato;Paul Lock,This Fire in Me,This Fire in Me - Paul Lock Remix,39,386567,False,0.706,0.89,8,-3.435,0,0.045,0.0482,0.0907,0.0668,0.814,118.008,4,groove,3062,4,13668
40495,40495,2gy2GkxilvEUr5GDHUUddw,Renascer Praise,"RP XVII - Novo dia, Novo Tempo",Pelo Sangue - ao vivo,41,458520,False,0.471,0.313,7,-9.413,1,0.0303,0.581,0.0,0.297,0.212,139.16,4,gospel,1064,4,5281
45109,45109,7dsDIENmLdbXdjbkzCMxAT,Dieter Huber,Adrienne,Zitronen Garten,49,143058,False,0.435,0.0767,9,-16.805,1,0.0498,0.992,0.9,0.123,0.178,77.242,1,guitar,4928,5,14637
41328,41328,5IhtaTempjlVlPmSgI0FQS,Nightwish,Imaginaerum,Storytime,58,322280,False,0.465,0.971,5,-3.466,0,0.0749,0.00366,0.00375,0.326,0.483,156.171,4,goth,3568,6,10413
38168,38168,40DwUg5zPX8H23WpTdD2iW,Arctic Monkeys,One For The Road,You're So Dark,58,182751,False,0.484,0.649,11,-7.479,0,0.0561,0.258,0.0116,0.0898,0.838,151.537,4,garage,2367,6,7850
95708,95708,2Kur2hnc1Q0y5IE12ijRBV,Jerry Rivera,Quien de los Dos?,Quien de los Dos?,28,264200,False,0.702,0.669,7,-5.943,1,0.0394,0.661,3.91e-06,0.111,0.606,95.042,4,salsa,2152,3,4562
11911,11911,50IsRhksHs6Uic61RaGoed,Peppa Pig,Look In A Book,Look In A Book,43,170705,False,0.866,0.757,2,-6.124,1,0.0562,0.486,0.0,0.0528,0.919,125.002,4,british,3695,4,9818
65319,65319,6NfXjIsNGXaRaDzdbdxY4m,Alka Yagnik;Udit Narayan,Raaz (Original Motion Picture Soundtrack),Jo Bhi Kasmein,55,339840,False,0.627,0.668,9,-10.134,0,0.0373,0.564,0.0,0.0617,0.732,108.042,4,k-pop,2522,6,12541
31688,31688,23KVefoON2iEz1dh940quQ,Ellise,Chaotic,911,68,188386,True,0.765,0.53,10,-7.18,0,0.0833,0.509,4.15e-06,0.117,0.529,130.104,4,electro,3640,7,4026
111102,111102,3xqtvSfofDvSMVwwSbuvKi,FKA twigs;Daniel Caesar,CAPRISONGS,careless (feat. daniel caesar),55,216760,False,0.706,0.395,11,-6.952,0,0.0588,0.724,2.16e-05,0.203,0.26,118.128,4,trip-hop,1378,6,7781
45197,45197,5tELOEXo8pkuKb9EeSghXt,Cuco Sánchez,El Mariachi,Una Pura Y Dos Con Sal,30,112200,False,0.727,0.473,5,-9.352,1,0.0409,0.414,0.0,0.129,0.858,113.401,4,guitar,1200,3,11564
37425,37425,7ob56J7oycNWZP29dTVVPF,Mc Davi;Gaab;Mc Don Juan,Nada Vai Superar Você,Nada Vai Superar Você,48,333176,True,0.536,0.707,6,-4.774,1,0.0745,0.145,0.0,0.0869,0.614,170.084,4,funk,1779,5,14969
62551,62551,5RmtuRIe8FJg9FRegwCqzW,Omoinotake,EVERBLUE,EVERBLUE,56,241866,False,0.597,0.895,8,-4.225,0,0.173,0.0463,0.0,0.299,0.498,134.985,4,j-pop,3977,6,10694
95306,95306,4Kml5ZlHa8A4Pa6TwKOLas,Baby Rasta & Gringo;Plan B,Ella Se Contradice,Ella Se Contradice,34,262873,False,0.777,0.759,4,-8.209,0,0.309,0.316,0.0,0.66,0.884,76.485,4,salsa,4104,3,8495
73370,73370,13YWp1iozoy7YACZsRqRnK,T78,"Retro Future, Vol. 3",Humans Love Me,54,304000,False,0.673,0.874,9,-7.17,1,0.085,0.00063,0.696,0.134,0.239,135.004,4,minimal-techno,1502,5,2083
100891,100891,3TNu35sUx6HoPlAS3OF0K7,Lasse Stefanz,Country Winter Party,Det faller ett regn,33,195933,False,0.665,0.771,0,-6.341,1,0.0269,0.0146,0.00119,0.0712,0.579,120.02,4,ska,3454,3,6848
44790,44790,75ig6s8C6biFlBeGyHAQ3g,Matchbox Twenty,The Matchbox Twenty Collection,Cold,27,194560,False,0.439,0.947,7,-3.491,1,0.122,0.00667,7.36e-06,0.364,0.671,88.219,4,grunge,4645,3,13969
21313,21313,03MxQe4F8TGGZSs4Zyha4b,Demarco;Akon;Runtown,No Wahala (feat. AKON & RUNTOWN),No Wahala (feat. Akon & Runtown),50,212383,False,0.819,0.625,2,-5.211,0,0.0525,0.384,0.0,0.0471,0.621,106.982,4,dancehall,2751,5,85
37332,37332,65qfqXncAHuQKC3PsRvUl4,Jão,ANTI-HERÓI,Fim De Festa,53,170940,False,0.474,0.456,10,-6.947,1,0.102,0.479,0.0,0.128,0.332,89.143,4,funk,3146,5,11979
25267,25267,2ECjeYPCdRNeuCzO0W1UMW,Totally Enormous Extinct Dinosaurs,When the Lights Go,Be with You,55,247327,False,0.648,0.757,0,-5.932,1,0.0296,0.276,0.092,0.0987,0.38,119.971,4,disco,3731,6,4343
37403,37403,2GqCEJpzmD81AJ2H0Hyz5T,MC Kaique da VP,Taca a Xereca pra Mim,Taca a Xereca pra Mim,63,260832,True,0.953,0.449,1,-7.409,1,0.061,0.0184,0.0,0.123,0.491,130.04,4,funk,2895,6,4435
36987,36987,0nScvODJ2v8DIUlmrmskYx,Davodka;Dooz Kawa,À juste titre,Petit miroir,32,265053,True,0.711,0.694,2,-7.783,1,0.4,0.292,8.6e-06,0.203,0.634,179.995,4,french,1960,3,1538
60199,60199,0COhP1uUQAWITcEpKbI9LM,DJ Greg C;Boon-T,Retro 13 (Special Dj Greg C),Static Faction - Gregamix,28,233586,False,0.72,0.906,2,-5.187,1,0.0675,0.000495,0.809,0.0573,0.624,148.003,4,j-dance,4810,3,363
14912,14912,0jElcVB3zyu75HmlrbA8XE,Kidz Bop Kids,KIDZ BOP 2022,Levitating,60,184956,False,0.689,0.773,10,-5.321,0,0.0373,0.00435,0.00575,0.16,0.815,103.019,4,children,2485,6,1418
44723,44723,5PZo9NMyNLxOlpEFoYo611,Adelitas Way,Notorious,Notorious,58,170177,False,0.53,0.967,0,-2.108,1,0.0657,0.000507,0.205,0.0786,0.642,99.962,4,grunge,4289,6,10625
35772,35772,37i4DH9sJqqzpM95mrQ6Sv,Zé Vaqueiro,Vem Me Amar,Boi No Chão,39,184293,False,0.773,0.871,7,-6.049,1,0.041,0.378,0.0,0.219,0.973,156.028,4,forro,1502,4,6127
85620,85620,39RoL49thNQaVNXDx4T8tG,Patricio Rey y sus Redonditos de Ricota,Último Bondi a Finisterre,Alien Duce,38,194506,False,0.65,0.771,2,-6.901,1,0.0269,0.00119,0.0261,0.16,0.743,112.71,4,punk-rock,1397,4,6185
12522,12522,0Yi8lfqXkblPopcXNUZlha,Fiona Sit,Funnygirl,男孩像你,40,274706,False,0.69,0.435,0,-9.818,1,0.0325,0.256,0.0,0.141,0.433,131.999,4,cantopop,1206,4,1075
112464,112464,6TaQbV1VqH1QUsgq6apGB3,Gülşen,Erkeksen,Gözü Karalım,41,325666,False,0.489,0.57,10,-9.705,0,0.0806,0.336,0.0,0.0589,0.573,141.894,4,turkish,2881,4,12733
8302,8302,4vpeKl0vMGdAXpZiQB2Dtd,Jefferson Airplane,Surrealistic Pillow,White Rabbit,72,150640,False,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,4,blues,3939,7,9689
44753,44753,0HRM12PnjG9s2Aq1v8dWJu,Linkin Park,Transformers: Dark of the Moon - The Album,Iridescent (Version 2),35,239706,False,0.584,0.692,0,-5.992,1,0.0313,0.0762,0.00122,0.0971,0.379,120.016,4,grunge,4762,4,522
69330,69330,07wNMTt1HwNwjU3tNkEo0E,Vrinda Shameek;Harib Hussain,Johny Johny Yes Appa (Original Motion Picture Soundtrack),Kanneeril,31,258000,False,0.481,0.415,2,-8.627,1,0.0301,0.906,0.0204,0.0947,0.195,140.036,4,malay,4646,3,229
85509,85509,1aAcW69jxv3pp3I84oZGqP,Korol i Shut,Камнем по голове,Дурак и молния,55,114333,False,0.434,0.744,1,-9.449,0,0.194,0.111,0.0,0.342,0.668,178.879,3,punk-rock,1863,6,3085
23996,23996,4iaAPRycdaqdtKukfa34ve,Viva La Panda;Next to Neon,With Or Without You,With Or Without You,40,194934,False,0.673,0.713,3,-7.04,1,0.0423,0.0927,0.000197,0.141,0.169,119.992,4,deep-house,3790,4,9287
52050,52050,4cIGNFaKpoVuJfVvixS0mU,Ray Price,The Essential Ray Price,For the Good Times,47,227786,False,0.352,0.204,3,-15.414,1,0.0311,0.76,0.000426,0.327,0.524,83.342,4,honky-tonk,1563,5,9077
38369,38369,0dEhydwCE5Og4PLKyjfqMR,The Growlers,Chinese Fountain,Going Gets Tough,62,208613,False,0.501,0.769,8,-6.257,1,0.0326,0.225,0.0,0.109,0.737,162.047,4,garage,2020,6,1229
920,920,6apacvSkVWWtCxc68FBsZV,Carly Lyman;Jason Lux,(I Just) Died In Your Arms [Acoustic],(I Just) Died In Your Arms - Acoustic,47,211364,False,0.747,0.221,0,-10.528,0,0.0358,0.93,0.0,0.116,0.369,118.029,4,acoustic,2923,5,12979
12521,12521,1TAz93GRvOHAuKfmoXjWsp,Stephy Tang,Dating Stephy,電燈膽,46,214041,False,0.6,0.569,5,-6.257,0,0.0309,0.846,0.0,0.163,0.537,112.996,4,cantopop,3532,5,2868
113415,113415,5WGpg5FAO6OOm396QS53Re,Phil Wickham,You Are I Am - 6 Essential Christian Pop Songs,You're Beautiful,26,293720,False,0.329,0.518,3,-7.715,1,0.0286,0.0749,0.0278,0.149,0.187,166.115,4,world-music,4478,3,10826
51360,51360,2N0oWy78RT70bW10QfIVHT,AP Dhillon,Top Boy,Top Boy,63,136941,False,0.804,0.609,11,-8.481,0,0.268,0.375,1.74e-06,0.109,0.652,169.819,4,hip-hop,3278,6,4632
